filename,mawb,consignee,shipper,wieght,Origin,nature OF good,dest,agent
/home/arya/Desktop/shipmnts/OTH-M/1747/1.jpg,[u'176-91318765'],None,None,"[u' 4065.00', u'\n4065.00']",,,,
/home/arya/Desktop/shipmnts/OTH-M/1747/3.jpg,[u'176-87773910'],None,None,"[u'\n3713.00', u'\n3713.00']",,,,
/home/arya/Desktop/shipmnts/OTH-M/1747/10.jpg,[u'176-85360321'],None,None,[u' 3722.00'],,,120,
/home/arya/Desktop/shipmnts/OTH-M/1747/4.jpg,[u'176-85361135'],None,None,[u' 3722.00'],,,,
/home/arya/Desktop/shipmnts/OTH-M/1747/2.jpg,[u'176-88829941'],None,None,[u' 3734.00'],,,,
/home/arya/Desktop/shipmnts/OTH-M/1747/7.jpg,[u'176-87775041'],RIES LIMITED,None,[u'\n3919.54'],,,,
/home/arya/Desktop/shipmnts/OTH-M/1747/5.jpg,[u'176-88830350'],None,None,[u' 3722.00'],,,,
/home/arya/Desktop/shipmnts/OTH-M/1747/9.jpg,[u'176-83907854'],None,None,[u' 3722.00'],,,,
/home/arya/Desktop/shipmnts/OTH-M/2014/6.jpg,"[u'205-61322144', u'574-27667031']","ADDRESS
NISTGNEE AND",[u'JOYSPEED'],-,,,OF,[u':']
/home/arya/Desktop/shipmnts/OTH-M/2014/8.jpg,[u'124-44222111'],AN GROUP,"[u'JOYSPEED', u'GLOBAL', u'CARGO', u'(CHINA)', u'LTID.,']","[u' 609, 6', u' 609, 6']",,,DEL,"[u'M/S.', u'JEENA', u'&', u'COMPANY', u'GURGAON', u'NCR', u'SEWA', u'CORPORATE', u'PARK,']"
/home/arya/Desktop/shipmnts/OTH-M/2014/1.jpg,[u'618-52246541'],"[u'TO', u'COIMBATORE-641014']",,"[u' 38.00', u' 361.0']",,,,
/home/arya/Desktop/shipmnts/OTH-M/2014/3.jpg,[u'071-30912092'],"e g

ADDRESS
NSTGNEE AND",[u'JOYSPEED'],-,,,OF,[u':']
/home/arya/Desktop/shipmnts/OTH-M/2014/10.jpg,"[u'618-52477294', u'791-86569195', u'791-86568905']","ADDRESS
NSTGNEE AND",[u'JOYSPEED'],-,,,OF,[u':']
/home/arya/Desktop/shipmnts/OTH-M/2014/4.jpg,[u'205-62131215'],,[u'JOYSPEED'],-,,,OF,[u'M/s.']
/home/arya/Desktop/shipmnts/OTH-M/2014/2.jpg,"[u'618-58187150', u'791-86569195', u'791-86568905']","ADDRESS
ISTENEF 2AND",[u'JOYSPEED'],-,,,OF,
/home/arya/Desktop/shipmnts/OTH-M/2014/7.jpg,[u'071-31870845'],"ADDRESS
NSTGNEE AND",[u'JOYSPEED'],[u' 44.45'],,,OF,[u':']
/home/arya/Desktop/shipmnts/OTH-M/2014/5.jpg,[u'124-44222111'],[u'TO'],,"[u'88,5']",,,,
/home/arya/Desktop/shipmnts/OTH-M/2014/9.jpg,"[u'098-78305393', u'574-62067310', u'574-62053100', u'577-86501588']","ADDRESS
NSIGNEE AND",[u'JOYSPEED'],-,,,OF,[u':']
/home/arya/Desktop/shipmnts/OTH-M/2179/6.jpg,[u'160-43435313'],VIDEO NETWORKS PV,"[u'WORLDWIDE', u'PARTNER', u'LOGISTICS', u'CO.', u'LID.,']",[u' 31.00'],,,MAA,"[u'JEENA', u'&', u'COMPANY-MAA', u'JEENA', u'HOUSE', u'NO:520,M.K.N', u'ROAD,', u'ALANDHUR,CHENNAI-600', u'016', u'CTC']"
/home/arya/Desktop/shipmnts/OTH-M/2179/1.jpg,[u'607-81278584'],None,"ZX

PPER",-,,,MAA,
/home/arya/Desktop/shipmnts/OTH-M/2179/3.jpg,"[u'589-64181563', u'124-44222111']",RLING ORNAMENTS PV,"[u'WORLDWIDE', u'PARTNER', u'LOGISTICS', u'CO.']","[u' 722, 7', u' 722, 7']",,,DEL,"[u'M/S.JENNA', u'(DEL)']"
/home/arya/Desktop/shipmnts/OTH-M/2179/10.jpg,"[u'021-61490517', u'843-05205863']","JEE
JEE]",,-,,,,
/home/arya/Desktop/shipmnts/OTH-M/2179/4.jpg,[u'160-43435475'],CO THERMAIL TECHNOL,"[u'WORLDWIDE', u'PARTNER', u'LOGISTICS']","[u' 722, 7', u' 722, 7']",,,MAA,"[u'JEENA', u'&', u'COMPANY-MAA', u'JEENA', u'HOUSE', u'NO:520,M.K.N']"
/home/arya/Desktop/shipmnts/OTH-M/2179/2.jpg,[u'160-45215914'],RGYWIN TECHNOLOGIE,"[u'WORLDWIDE', u'PARTNER', u'LOGISTICS', u'CO.', u'LTD.,']","[u' 722, 7', u' 722, 7']",,,BLR,"[u':', u'TERMINUS', u'I', u'OLD']"
/home/arya/Desktop/shipmnts/OTH-M/2179/7.jpg,"[u'403-46541132', u'124-44222111']",3A FOOTWEAR INDUST,"[u'WORLDWIDE', u'PARTNER']","[u' 722, 7', u' 722, 7']",,,DEL,[u'M/S.JENNA']
/home/arya/Desktop/shipmnts/OTH-M/2179/5.jpg,[u'618-51548770'],*LO TECHNOLOGIES P,"[u'WORLDWIDE', u'PARTNER', u'LOGISTICS', u'CO.']",-,,,BLR,"[u'JEENA', u'&', u'COMPANY', u'JEENA', u'&', u'COMPANY']"
/home/arya/Desktop/shipmnts/OTH-M/1465/6.jpg,[u'098-73148121'],"[u'SERUM', u'INSTITUTE', u'OF', u'INDIA', u'PVT.LTD']","[u'TEMPTIME', u'CORPORATION', u'Consignee:', u'SERUM', u'INSTITUTE']","[u'133,97', u'56,61']",EWR,,BOM,"[u'M/S', u'JEENA', u'&', u'COMPANY']"
/home/arya/Desktop/shipmnts/OTH-M/1465/8.jpg,[u'157-47745375'],"[u'MASTER', u'MEDICAL', u'SYSTEMS']","[u'BLOCK', u'IMAGING', u'INTL', u'Consignee:', u'MASTER']","[u' 12, 20']", ORD,,DEL,"[u'M-S', u'JEENA', u'&', u'COMPANY', u'GURGAON', u'NRC']"
/home/arya/Desktop/shipmnts/OTH-M/1465/1.jpg,[u'098-73165061'],"[u'TO', u'THE', u'ORDER']","[u'LEEDS', u'FORENSIC', u'SYSTEMS', u'INC', u'Consignee:']","[u'22,34']", ORD,,AMD,"[u'M/S', u'JEENA', u'&', u'COMPANY']"
/home/arya/Desktop/shipmnts/OTH-M/1465/3.jpg,[u'125-87205624'],"[u'WINDLAS', u'HEALTHCARE', u'(P)', u'LTD']","[u'RISE', u'PHARMA', u'LLC', u'Consignee:', u'WINDLAS']","[u' 9, 20']", ORD,,DEL,"[u'M-S', u'JEENA', u'&', u'COMPANY', u'GURGAON', u'NRC']"
/home/arya/Desktop/shipmnts/OTH-M/1465/10.jpg,[u'125-46298431'],"[u'MICRO', u'LABS', u'LTD']","[u'ESPEE', u'BIOPHARMA', u'&', u'FINECHEM', u'LLC']","[u' 6, 20']",ORD,,MAA,"[u'M/S', u'JEENA', u'&', u'COMPANY']"
/home/arya/Desktop/shipmnts/OTH-M/1465/4.jpg,[u'125-46191515'],"[u'Jubilant', u'Generics', u'Limited']","[u'ESPEE', u'BIOPHARMA', u'&', u'FINECHEM', u'LLC']","[u' 22, 20']", ORD,,DEL,"[u'M-S', u'JEENA', u'&', u'COMPANY', u'GURGAON', u'NRC']"
/home/arya/Desktop/shipmnts/OTH-M/1465/2.jpg,[u'125-46075164'],"[u'ENCUBE', u'ETHICALS', u'PVT.', u'LTD']","[u'ESPEE', u'BIOPHARMA', u'&', u'FINECHEM', u'LLC']",[u' 30.37'],ORD,,BOM,"[u'M/S', u'JEENA', u'&', u'COMPANY']"
/home/arya/Desktop/shipmnts/OTH-M/1465/7.jpg,[u'098-73140826'],"[u'SERUM', u'INSTITUTE', u'OF', u'INDIA', u'PVT.LTD']","[u'TEMPTIME', u'CORPORATION', u'Consignee:', u'SERUM', u'INSTITUTE']","[u'263,89']",EWR,,BOM,"[u'M/S', u'JEENA', u'&', u'COMPANY']"
/home/arya/Desktop/shipmnts/OTH-M/1465/5.jpg,[u'125-46298173'],"[u'DR.', u'REDDYS', u'LABORATORIES', u'LIMITED']","[u'ASAHI', u'KASEI', u'BIOPROCESS', u'Consignee:', u'DR.']","[u' 1, 20']",ORD,,HYD,"[u'M-S', u'JEENA', u'AND', u'COMPANY']"
/home/arya/Desktop/shipmnts/OTH-M/1465/9.jpg,[u'125-46191644'],"[u'INDUS', u'IND', u'BANK', u'LTD']","[u'GILSON,', u'INC.', u'Consignee:', u'INDUS', u'IND']","[u' 21, 20']",ORD,,HYD,"[u'M-S', u'JEENA', u'AND', u'COMPANY']"
/home/arya/Desktop/shipmnts/OTH-M/80/6.jpg,"[u'512-65260920', u'512-65299949', u'512-62742090']",UEIALLEY ADVDUREDSD,ULIA1LEU AUURLOD,-,,DATE:,,"[u':', u'FLIGHT', u'NO:', u'UL867', u'DESTINATION:']"
/home/arya/Desktop/shipmnts/OTH-M/80/8.jpg,[u'157-37066820'],"[u'', u'JEENA', u'&', u'CO.']","[u'Uster', u'Technologies', u'AG', u'Consignee:']","[u' 16.03', u' 0.70']",,TUSTER' OUANTUM,BOM,
/home/arya/Desktop/shipmnts/OTH-M/80/1.jpg,[u'157-46637194'],"[u'', u'JEENA', u'&', u'CO.']","[u'Uster', u'Technologi']","[u'\n06.07', u' 2.10']",,'USTER' POLYPROP,DEL,
